1,6.418655
2,1.511852
3,1.2891221
4,0.7418495
5,0.3069513
6,0.19611372
7,0.15846646
8,0.12198118
9,0.1136008
10,0.08386881
11,0.084645055
12,0.06687867
13,0.06050727
14,0.06148059
15,0.05238067
16,0.05244802
17,0.060271744
18,0.043992087
19,0.052682474
20,0.048460167
21,0.064347126
